时间	SysStep	SysStep名	故障	急停	模式	冷媒类型	1#压机1	1#压机2	1#翅片1	1#翅片2	1#排气1	1#排气2	1#吸气1	1#吸气2	1#过热度1	1#过热度2	1#外EEV步1	1#外EEV步2	1#外EEV目1	1#外EEV目2	1#高压1	1#低压1	1#高压2	1#低压2	1#蒸发1	1#蒸发2	2#压机1	2#压机2	2#翅片1	2#翅片2	2#排气1	2#排气2	2#吸气1	2#吸气2	2#过热度1	2#过热度2	2#外EEV步1	2#外EEV步2	2#外EEV目1	2#外EEV目2	2#高压1	2#低压1	2#高压2	2#低压2	2#蒸发1	2#蒸发2	1#E(K)1	1#步数1	1#E(K)2	1#步数2	2#E(K)1	2#步数1	2#E(K)2	2#步数2	脉冲总数	开度上限	扫描周期	Y设定	YD	KP	TI	TD	限步	化霜开度	起始开度	目标台数	命令A1	命令A2	调度号	内目标1	内目标2	内目标3	内目标4	内目标5	内目标6	内目标7	内目标8	内当前1	内当前2	内当前3	内当前4	内当前5	内当前6	内当前7	内当前8	ON1	ON2	ON3	ON4	ON5	ON6	ON7	ON8
15:31:30	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:32	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:34	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:36	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:38	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:40	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:42	4	停机后	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	4	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:44	0	停机	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:46	0	停机	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:48	0	停机	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:50	0	停机	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:52	0	停机	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:54	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:56	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:31:58	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:00	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:02	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:04	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:06	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:08	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:10	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:12	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:14	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:16	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:18	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:20	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:22	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1116	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:24	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1116	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:26	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1116	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:28	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1116	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:30	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1116	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:32	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1116	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:34	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:36	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:38	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:40	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:42	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:44	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	703	1113	709	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:46	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:48	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:50	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:52	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:54	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:56	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	718	1121	721	1122	141	141	0	0	92	96	228	281	124	122	-14	-16	0	0	0	0	706	1115	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:32:58	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1113	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:33:00	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1113	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:33:02	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1113	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:33:04	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1113	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:33:06	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1121	721	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1113	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:33:08	1	启动中	0	0	制冷	R410A	0	0	107	128	296	415	114	114	-27	-27	0	0	0	0	721	1123	718	1122	141	141	0	0	92	97	228	281	124	122	-14	-16	0	0	0	0	706	1113	706	1114	138	138	0	0	0	0	0	0	0	0	500	500	5	50	20	5	100	0	20	350	200	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
