=== 316 室外 EEV + 化霜（外机1）===
版本 = [316, 12, 14, 2026, 9, 17]   机型=2 风机=2   BoardAddressSet=1
环温 = 5.0C   翅片1 = 11.0C
**EEVCtrlNum[804] = 99**  <- 本机实际控制几路电磁头；第 99 路之后是未用通道

  ⚠ 室外 EEV 在制热时**应该是有开度的**（按过热度控制）；
     化霜一开始必须归 0 —— 那就是 #2 的判据。

   t | St Tmd | Comp Four Fan | DefC0 | EEV1..4 目标/当前/跑 | CanDef DSig | f1410 Gap0 DefRT | 环温 翅片1 | 动作
   1033 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 301/301/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  559     0 |   5.0  11.0 |
   1034 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 301/301/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  560     0 |   5.0  11.0 |
   1035 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 302/302/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  561     0 |   5.0  11.0 |
   1036 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 302/302/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  562     0 |   5.0  11.0 |
   1037 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 302/302/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  563     0 |   5.0  11.0 |
   1038 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 302/302/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  564     0 |   5.0  11.0 |
   1039 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 302/302/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  565     0 |   5.0  11.0 |
   1040 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 302/302/1 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  566     0 |   5.0  11.0 |
   1040 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 303/303/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  566     0 |   5.0  11.0 |
   1041 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 303/303/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  567     0 |   5.0  11.0 |
   1042 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 303/303/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  568     0 |   5.0  11.0 |
   1043 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 303/303/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  568     0 |   5.0  11.0 |
   1043 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 303/303/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  569     0 |   5.0  11.0 |
   1044 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 303/303/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  570     0 |   5.0  11.0 |
   1045 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 304/304/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  571     0 |   5.0  11.0 |
   1046 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 304/304/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  572     0 |   5.0  11.0 |
   1047 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 304/304/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  573     0 |   5.0  11.0 |
   1048 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 304/304/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  574     0 |   5.0  11.0 |
   1049 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 304/304/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  575     0 |   5.0  11.0 |
   1050 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 304/304/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  576     0 |   5.0  11.0 |
   1050 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  576     0 |   5.0  11.0 |
   1051 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  577     0 |   5.0  11.0 |
   1052 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 246/246/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  578     0 |   5.0  11.0 |
   1053 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  578     0 |   5.0  11.0 |
   1053 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  579     0 |   5.0  11.0 |
   1054 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  580     0 |   5.0  11.0 |
   1055 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 305/305/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  581     0 |   5.0  11.0 |
   1055 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 306/306/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  581     0 |   5.0  11.0 |
   1056 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 306/306/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  582     0 |   5.0  11.0 |
   1057 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 306/306/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  583     0 |   5.0  11.0 |
   1058 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 306/306/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  584     0 |   5.0  11.0 |
   1059 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 306/306/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  585     0 |   5.0  11.0 |
   1060 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 306/306/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  586     0 |   5.0  11.0 |
   1060 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  586     0 |   5.0  11.0 |
   1061 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  587     0 |   5.0  11.0 |
   1062 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 247/247/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  588     0 |   5.0  11.0 |
   1063 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  588     0 |   5.0  11.0 |
   1063 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  589     0 |   5.0  11.0 |
   1064 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  590     0 |   5.0  11.0 |
   1065 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 307/307/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  591     0 |   5.0  11.0 |
   1065 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 308/308/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  591     0 |   5.0  11.0 |
   1066 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 308/308/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  592     0 |   5.0  11.0 |
   1067 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 308/308/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  593     0 |   5.0  11.0 |
   1068 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 308/308/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  594     0 |   5.0  11.0 |
   1069 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 308/308/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  595     0 |   5.0  11.0 |
   1070 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 308/308/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  596     0 |   5.0  11.0 |
   1070 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  596     0 |   5.0  11.0 |
   1071 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  597     0 |   5.0  11.0 |
   1072 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 248/248/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  598     0 |   5.0  11.0 |
   1073 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  598     0 |   5.0  11.0 |
   1073 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  599     0 |   5.0  11.0 |
   1074 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  600     0 |   5.0  11.0 |
   1075 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 309/309/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  601     0 |   5.0  11.0 |
   1075 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 310/310/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  601     0 |   5.0  11.0 |
   1076 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 310/310/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  602     0 |   5.0  11.0 |
   1077 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 310/310/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  603     0 |   5.0  11.0 |
   1078 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 310/310/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  604     0 |   5.0  11.0 |
   1079 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 310/310/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  605     0 |   5.0  11.0 |
   1080 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 310/310/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  606     0 |   5.0  11.0 |
   1080 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 311/311/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  606     0 |   5.0  11.0 |
   1081 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 311/311/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  607     0 |   5.0  11.0 |
   1082 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 311/311/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  608     0 |   5.0  11.0 |
   1083 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 311/311/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  609     0 |   5.0  11.0 |
   1084 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 311/311/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  610     0 |   5.0  11.0 |
   1085 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 311/311/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  611     0 |   5.0  11.0 |
   1085 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  611     0 |   5.0  11.0 |
   1086 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  612     0 |   5.0  11.0 |
   1087 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 249/249/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  613     0 |   5.0  11.0 |
   1088 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  613     0 |   5.0  11.0 |
   1088 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  614     0 |   5.0  11.0 |
   1089 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  615     0 |   5.0  11.0 |
   1090 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 312/312/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  616     0 |   5.0  11.0 |
   1090 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 313/313/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  616     0 |   5.0  11.0 |
   1091 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 313/313/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  617     0 |   5.0  11.0 |
   1092 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 313/313/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  618     0 |   5.0  11.0 |
   1093 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 313/313/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  619     0 |   5.0  11.0 |
   1094 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 313/313/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  620     0 |   5.0  11.0 |
   1095 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 313/313/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  621     0 |   5.0  11.0 |
   1095 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  621     0 |   5.0  11.0 |
   1096 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  622     0 |   5.0  11.0 |
   1097 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 250/250/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  623     0 |   5.0  11.0 |
   1098 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  624     0 |   5.0  11.0 |
   1099 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  625     0 |   5.0  11.0 |
   1100 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  626     0 |   5.0  11.0 |
   1101 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  627     0 |   5.0  11.0 |
   1102 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  628     0 |   5.0  11.0 |
   1103 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  629     0 |   5.0  11.0 |
   1104 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  630     0 |   5.0  11.0 |
   1105 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 314/314/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  631     0 |   5.0  11.0 |
   1106 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 315/315/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  631     0 |   5.0  11.0 |
   1106 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 315/315/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  632     0 |   5.0  11.0 |
   1107 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 315/315/0 251/251/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  633     0 |   5.0  11.0 |
   1108 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 315/315/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  634     0 |   5.0  11.0 |
   1109 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 315/315/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  635     0 |   5.0  11.0 |
   1110 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 315/315/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  636     0 |   5.0  11.0 |
   1111 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 316/316/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  636     0 |   5.0  11.0 |
   1111 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 316/316/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  637     0 |   5.0  11.0 |
   1112 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 316/316/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  638     0 |   5.0  11.0 |
   1113 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 316/316/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  639     0 |   5.0  11.0 |
   1114 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 316/316/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  640     0 |   5.0  11.0 |
   1115 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 316/316/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  641     0 |   5.0  11.0 |
   1116 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  641     0 |   5.0  11.0 |
   1116 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  642     0 |   5.0  11.0 |
   1117 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  643     0 |   5.0  11.0 |
   1118 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 252/252/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  644     0 |   5.0  11.0 |
   1118 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  644     0 |   5.0  10.9 |
   1118 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  644     0 |   5.0  11.0 |
   1119 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  645     0 |   5.0  11.0 |
   1120 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 317/317/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  646     0 |   5.0  11.0 |
   1121 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 318/318/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  646     0 |   5.0  11.0 |
   1121 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 318/318/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  647     0 |   5.0  11.0 |
   1122 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 318/318/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  648     0 |   5.0  11.0 |
   1123 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 318/318/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  649     0 |   5.0  11.0 |
   1124 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 318/318/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  650     0 |   5.0  11.0 |
   1125 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 318/318/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  651     0 |   5.0  11.0 |
   1126 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  651     0 |   5.0  11.0 |
   1126 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  652     0 |   5.0  11.0 |
   1127 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  653     0 |   5.0  11.0 |
   1128 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 253/253/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  654     0 |   5.0  11.0 |
   1128 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 253/253/1 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  654     0 |   5.0  11.0 |
   1128 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  654     0 |   5.0  11.0 |
   1129 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  655     0 |   5.0  11.0 |
   1130 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 319/319/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  656     0 |   5.0  11.0 |
   1131 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 320/320/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  656     0 |   5.0  11.0 |
   1131 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 320/320/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  657     0 |   5.0  11.0 |
   1132 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 320/320/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  658     0 |   5.0  11.0 |
   1133 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 320/320/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  659     0 |   5.0  11.0 |
   1134 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 320/320/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  660     0 |   5.0  11.0 |
   1135 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 320/320/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  661     0 |   5.0  11.0 |
   1136 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  661     0 |   5.0  11.0 |
   1136 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  662     0 |   5.0  11.0 |
   1137 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  663     0 |   5.0  11.0 |
   1138 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  664     0 |   5.0  11.0 |
   1139 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  665     0 |   5.0  11.0 |
   1140 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  666     0 |   5.0  11.0 |
   1141 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 321/321/1 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  666     0 |   5.0  11.0 |
   1141 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  666     0 |   5.0  11.0 |
   1141 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  667     0 |   5.0  11.0 |
   1142 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  668     0 |   5.0  11.0 |
   1143 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 254/254/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  669     0 |   5.0  11.0 |
   1143 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  669     0 |   5.0  11.0 |
   1144 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  670     0 |   5.0  11.0 |
   1145 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 322/322/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  671     0 |   5.0  11.0 |
   1146 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 323/323/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  671     0 |   5.0  11.0 |
   1146 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 323/323/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  672     0 |   5.0  11.0 |
   1147 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 323/323/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  673     0 |   5.0  11.0 |
   1148 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 323/323/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  674     0 |   5.0  11.0 |
   1149 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 323/323/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  675     0 |   5.0  11.0 |
   1150 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 323/323/0 255/255/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  676     0 |   5.0  11.0 |
