=== 330 化霜/辅热 探针 ===
版本 Parameter[0..5] = [0, 1, 0, 0, 0, 0]

--- 加热配置 ---
  再热是否启用[127]=1  制热方式[128]=1 (热泵制热)  共用[129]=1
  再热/辅热方式[332]=1 (AO)  预热输出方式[333]=4
  化霜阀开度 [21](派生)=200   [372](HMI真配)=350

--- 化霜排他性 ---
  **PSC316DefrostOwner = 2**   (0=无人在化霜；单字节 -> 天然唯一)
  外机1: CompStatus=['制热', '制热']  CanDefrost=[0, 0]  DefrostSignal=[0, 0]
  外机2: CompStatus=['停', '停']  CanDefrost=[1, 0]  DefrostSignal=[1, 1]  <== owner
  外机3: CompStatus=['停', '停']  CanDefrost=[0, 0]  DefrostSignal=[0, 0]
  外机4: CompStatus=['停', '停']  CanDefrost=[0, 0]  DefrostSignal=[0, 0]
  外机5: CompStatus=['停', '停']  CanDefrost=[0, 0]  DefrostSignal=[0, 0]
  外机6: CompStatus=['停', '停']  CanDefrost=[0, 0]  DefrostSignal=[0, 0]

--- 辅热 ---
  output[0..2] = [0, 256, 1]  (Heat1Y00/Heat2Y01/Heat3Y02)
  IndoorHeatAnalogDemand = 0   IndoorHeatAnalogMode = 1 (AO)
  ReheatPidStateDisp[942] = 1

=== 10Hz 采样（只记变化）===
  t | Owner | 外机1 CS/CD/DS | 外机2 CS/CD/DS | 外机3 CS/CD/DS | HeatY00/01/02 | AODemand Mode | PIDstate
   303      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    183 1  3
   303      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    208 1  3
   306      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    208 1  3
   308      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    257 1  3
   309      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    257 1  3
   312      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    257 1  3
   313      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    306 1  3
   315      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    306 1  3
   318      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    355 1  3
   321      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    355 1  3
   323      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    404 1  3
   324      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    404 1  3
   327      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    404 1  3
   328      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    477 1  3
   330      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    477 1  3
   333      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    551 1  3
   333      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    551 1  3
   336      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    551 1  3
   338      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    673 1  3
   339      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    673 1  3
   342      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    673 1  3
   343      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    796 1  3
   345      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    796 1  3
   348      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    918 1  3
   348      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    918 1  3
   351      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1    918 1  3
   353      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   354      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   357      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   361      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   364      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   367      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   370      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   373      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   376      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   379      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   382      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   385      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   388      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   391      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   394      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
   397      0  [3, 3]/[0, 0]/[0, 0]  [3, 3]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  [0, 0]/[0, 0]/[0, 0]  0/256/1   1000 1  3
结束 state=RUNNING
